ST,STATE,ST_ABBR,COUNTY,FIPS,LOCATION,AREA_SQMI,E_TOTPOP,M_TOTPOP,E_HU,M_HU,E_HH,M_HH,E_POV,M_POV,E_UNEMP,M_UNEMP,E_PCI,M_PCI,E_NOHSDP,M_NOHSDP,E_AGE65,M_AGE65,E_AGE17,M_AGE17,E_DISABL,M_DISABL,E_SNGPNT,M_SNGPNT,E_MINRTY,M_MINRTY,E_LIMENG,M_LIMENG,E_MUNIT,M_MUNIT,E_MOBILE,M_MOBILE,E_CROWD,M_CROWD,E_NOVEH,M_NOVEH,E_GROUPQ,M_GROUPQ,EP_POV,MP_POV,EP_UNEMP,MP_UNEMP,EP_PCI,MP_PCI,EP_NOHSDP,MP_NOHSDP,EP_AGE65,MP_AGE65,EP_AGE17,MP_AGE17,EP_DISABL,MP_DISABL,EP_SNGPNT,MP_SNGPNT,EP_MINRTY,MP_MINRTY,EP_LIMENG,MP_LIMENG,EP_MUNIT,MP_MUNIT,EP_MOBILE,MP_MOBILE,EP_CROWD,MP_CROWD,EP_NOVEH,MP_NOVEH,EP_GROUPQ,MP_GROUPQ,EPL_POV,EPL_UNEMP,EPL_PCI,EPL_NOHSDP,SPL_THEME1,RPL_THEME1,EPL_AGE65,EPL_AGE17,EPL_DISABL,EPL_SNGPNT,SPL_THEME2,RPL_THEME2,EPL_MINRTY,EPL_LIMENG,SPL_THEME3,RPL_THEME3,EPL_MUNIT,EPL_MOBILE,EPL_CROWD,EPL_NOVEH,EPL_GROUPQ,SPL_THEME4,RPL_THEME4,SPL_THEMES,RPL_THEMES,F_POV,F_UNEMP,F_PCI,F_NOHSDP,F_THEME1,F_AGE65,F_AGE17,F_DISABL,F_SNGPNT,F_THEME2,F_MINRTY,F_LIMENG,F_THEME3,F_MUNIT,F_MOBILE,F_CROWD,F_NOVEH,F_GROUPQ,F_THEME4,F_TOTAL,E_UNINSUR,M_UNINSUR,EP_UNINSUR,MP_UNINSUR,E_DAYPOP
13,GEORGIA,GA,Wilkinson,13319,"Wilkinson County, Georgia",449.2141843,9078,0,4477,22,3237,125,2241,341,253,85,21403,2357,976,171,1654,6,2087,0,1352,177,277,72,3929,19,43,74,0,26,1472,137,76,34,258,62,107,32,25.0,3.8,7.2,2.3,21403.0,2357.0,15.5,2.7,18.2,0.1,23.0,0.0,15.0,1.9,8.6,2.2,43.3,0.2,0.5,0.9,0.0,0.6,32.9,3.0,2.3,1.1,8.0,1.9,1.2,0.4,0.7468,0.5633,0.5886,0.3165,2.2152,0.5759,0.7342,0.4367,0.3481,0.3418,1.8608,0.4241,0.6456,0.2278,0.8734,0.3924,0.0,0.7722,0.557,0.5823,0.3608,2.2723,0.3671,7.2217,0.4304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,888,144,9.9,1.6,8916
13,GEORGIA,GA,Stephens,13257,"Stephens County, Georgia",179.1501303,25676,0,12625,70,9468,412,4007,843,1034,312,21839,1719,2856,488,4892,93,5744,0,5005,558,579,208,4466,25,198,122,195,93,2906,350,189,143,701,233,736,156,16.2,3.4,9.1,2.8,21839.0,1719.0,16.5,2.8,19.1,0.4,22.4,0.0,19.5,2.2,6.1,2.2,17.4,0.1,0.8,0.5,1.5,0.7,23.0,2.8,2.0,1.5,7.4,2.4,2.9,0.6,0.2785,0.8228,0.5316,0.3734,2.0063,0.462,0.7975,0.3924,0.8671,0.1076,2.1646,0.6076,0.1456,0.4177,0.5633,0.1835,0.4367,0.5316,0.4241,0.5253,0.6203,2.538,0.4684,7.2722,0.4367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3975,814,15.5,3.2,23451
13,GEORGIA,GA,Wilkes,13317,"Wilkes County, Georgia",469.500576,9884,0,5159,41,3879,162,2334,393,182,88,23198,3907,1362,154,2252,50,2059,97,1719,186,366,104,4847,24,207,121,16,28,1025,184,11,12,498,110,98,57,23.9,4.0,4.3,2.1,23198.0,3907.0,19.5,2.1,22.8,0.5,20.8,1.0,17.6,1.9,9.4,2.7,49.0,0.2,2.2,1.3,0.3,0.5,19.9,3.6,0.3,0.3,12.8,2.8,1.0,0.6,0.6646,0.1266,0.3987,0.5886,1.7785,0.3671,0.9304,0.2405,0.6582,0.462,2.2911,0.7089,0.7658,0.7785,1.5443,0.8924,0.0696,0.443,0.0,0.9494,0.3101,1.7721,0.1835,7.386,0.443,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,2,1522,217,15.6,2.2,9106
13,GEORGIA,GA,Bulloch,13031,"Bulloch County, Georgia",675.9458451,74782,0,30752,337,26955,650,19079,1533,3124,437,21207,805,5445,558,8175,90,14992,66,9843,756,3139,449,27116,96,303,143,2736,378,5526,510,649,189,1437,273,8140,824,28.7,2.2,8.6,1.2,21207.0,805.0,13.1,1.3,10.9,0.1,20.0,0.1,13.3,1.0,11.6,1.6,36.3,0.1,0.4,0.2,8.9,1.2,18.0,1.7,2.4,0.7,5.3,1.0,10.9,1.1,0.9051,0.7785,0.6076,0.2089,2.5001,0.7025,0.0506,0.1899,0.1962,0.6962,1.1329,0.038,0.462,0.1835,0.6455,0.2532,0.9367,0.3861,0.5696,0.3101,0.9241,3.1266,0.8228,7.4051,0.4494,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,3,9905,1023,13.4,1.4,74714
13,GEORGIA,GA,Clarke,13059,"Clarke County, Georgia",119.2184153,124602,0,52610,292,47224,555,35653,1664,4031,530,22589,732,8950,692,12807,132,21654,39,13748,908,4038,437,55753,165,3438,530,9310,596,2545,290,1039,234,4470,513,10863,681,31.3,1.4,6.4,0.8,22589.0,732.0,12.9,1.0,10.3,0.1,17.4,0.0,11.1,0.7,8.6,0.9,44.7,0.1,2.9,0.4,17.7,1.1,4.8,0.5,2.2,0.5,9.5,1.1,8.7,0.5,0.9494,0.4494,0.4494,0.1962,2.0444,0.4684,0.0443,0.0633,0.1076,0.3418,0.557,0.0,0.7089,0.8544,1.5633,0.9241,0.9873,0.1013,0.5127,0.7722,0.8671,3.2406,0.8671,7.4053,0.4557,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,17321,1111,14.0,0.9,156906
13,GEORGIA,GA,Polk,13233,"Polk County, Georgia",310.3302493,41621,0,16986,57,15011,412,7367,794,1141,328,23233,2219,5737,585,6270,145,10793,111,6403,565,1577,309,11651,34,1312,298,359,154,1608,301,473,165,1161,243,224,81,17.9,1.9,5.9,1.7,23233.0,2219.0,20.9,2.1,15.1,0.3,25.9,0.3,15.5,1.4,10.5,2.0,28.0,0.1,3.4,0.8,2.1,0.9,9.5,1.8,3.2,1.1,7.7,1.6,0.5,0.2,0.3481,0.3734,0.3924,0.7152,1.8291,0.3987,0.3354,0.8481,0.4177,0.5949,2.1961,0.6329,0.2785,0.8924,1.1709,0.6835,0.6013,0.1835,0.8228,0.5443,0.1013,2.2532,0.3544,7.4493,0.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6334,715,15.3,1.7,35929
13,GEORGIA,GA,Echols,13101,"Echols County, Georgia",420.4069581,3994,0,1838,138,1559,119,1070,221,90,60,22883,5487,807,145,646,111,861,134,596,146,110,63,1307,279,119,104,41,35,941,137,49,40,41,32,0,13,26.8,5.6,5.1,3.3,22883.0,5487.0,28.5,5.4,16.2,2.8,21.6,3.4,14.9,3.7,7.1,4.0,32.7,7.0,3.1,2.7,2.2,1.9,51.2,6.9,3.1,2.6,2.6,2.0,0.0,0.3,0.8418,0.2658,0.4241,0.943,2.4747,0.6835,0.462,0.3165,0.3418,0.1772,1.2975,0.0886,0.3861,0.8671,1.2532,0.7468,0.6076,0.9873,0.7848,0.0443,0.0,2.424,0.4177,7.4494,0.4684,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1023,247,25.6,6.2,2598
13,GEORGIA,GA,Laurens,13175,"Laurens County, Georgia",807.2966498,47418,0,21497,68,17183,369,12376,1112,875,176,20655,1078,4696,385,7984,46,11728,117,6248,501,2117,242,20070,399,76,99,185,79,5840,419,416,156,1339,214,1039,183,26.7,2.4,4.8,1.0,20655.0,1078.0,14.9,1.2,16.8,0.1,24.7,0.2,13.4,1.1,12.3,1.4,42.3,0.8,0.2,0.2,0.9,0.4,27.2,2.0,2.4,0.9,7.8,1.2,2.2,0.4,0.8354,0.2025,0.6709,0.2785,1.9873,0.4557,0.557,0.6709,0.2025,0.7785,2.2089,0.6456,0.6076,0.1076,0.7152,0.2911,0.2532,0.6076,0.5696,0.557,0.5633,2.5507,0.481,7.4621,0.4747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5214,500,11.2,1.1,48328
13,GEORGIA,GA,Baker,13007,"Baker County, Georgia",341.9571757,3189,0,1889,151,1385,139,680,196,52,52,22864,3092,503,119,738,123,630,120,705,144,79,46,1484,233,18,52,3,13,728,130,48,33,116,62,3,6,21.3,6.1,4.0,3.9,22864.0,3092.0,21.7,4.7,23.1,3.8,19.8,3.8,22.1,4.5,5.7,3.3,46.5,7.3,0.6,1.7,0.2,0.7,38.5,5.6,3.5,2.4,8.4,4.3,0.1,0.2,0.519,0.0696,0.4304,0.7468,1.7658,0.3544,0.943,0.1772,0.9873,0.0696,2.1771,0.6139,0.7468,0.2848,1.0316,0.519,0.038,0.9241,0.8861,0.6392,0.0253,2.5127,0.4557,7.4872,0.481,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,1,3,445,157,14.0,4.9,2159
13,GEORGIA,GA,Schley,13249,"Schley County, Georgia",166.9069571,5211,0,2191,157,1877,137,1111,268,315,81,20585,2294,534,123,864,146,1234,175,865,172,225,74,1831,320,19,74,18,12,777,110,45,30,134,42,1,3,21.3,5.1,12.7,3.3,20585.0,2294.0,15.7,3.8,16.6,2.8,23.7,3.4,16.6,3.3,12.0,3.9,35.1,6.1,0.4,1.5,0.8,0.6,35.5,4.8,2.4,1.6,7.1,2.1,0.0,0.1,0.519,0.9684,0.6835,0.3291,2.5,0.6962,0.5063,0.5443,0.538,0.7405,2.3291,0.7278,0.443,0.1835,0.6265,0.2468,0.2342,0.8481,0.5696,0.5063,0.0,2.1582,0.3291,7.6138,0.4873,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,868,275,16.7,5.3,4241
13,GEORGIA,GA,Ware,13299,"Ware County, Georgia",899.1722879,35599,0,16623,99,13901,381,7828,1108,472,146,20457,1157,4127,411,5895,59,8546,78,5773,563,1567,286,12983,58,81,119,449,187,3264,404,239,117,1171,205,2477,223,23.7,3.3,3.5,1.0,20457.0,1157.0,17.1,1.7,16.6,0.2,24.0,0.2,17.4,1.7,11.3,2.0,36.5,0.2,0.2,0.4,2.7,1.1,19.6,2.4,1.7,0.8,8.4,1.5,7.0,0.6,0.6392,0.0253,0.6962,0.4304,1.7911,0.3734,0.5063,0.5823,0.6392,0.6709,2.3987,0.7785,0.4747,0.1076,0.5823,0.2089,0.6835,0.4304,0.2785,0.6392,0.8228,2.8544,0.6456,7.6265,0.4937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5113,739,15.4,2.2,38648
13,GEORGIA,GA,Lowndes,13185,"Lowndes County, Georgia",497.1534989,114582,0,46967,211,40472,531,27819,1939,3837,552,23077,1170,10001,790,13198,111,27452,66,12855,775,4306,540,52385,34,917,300,3346,443,5251,509,1041,279,3157,389,4130,533,25.2,1.7,7.6,1.1,23077.0,1170.0,14.9,1.2,11.5,0.1,24.0,0.1,11.8,0.7,10.6,1.3,45.7,0.0,0.9,0.3,7.1,0.9,11.2,1.1,2.6,0.7,7.8,1.0,3.6,0.5,0.7532,0.6266,0.4051,0.2785,2.0634,0.481,0.0949,0.5823,0.1266,0.6139,1.4177,0.1266,0.7278,0.4747,1.2025,0.7152,0.8924,0.2278,0.6456,0.557,0.6962,3.019,0.7532,7.7026,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17263,1325,15.8,1.2,112908
13,GEORGIA,GA,Seminole,13253,"Seminole County, Georgia",237.5357937,8437,0,4834,31,3325,191,2034,410,238,108,26358,9001,859,156,1866,2,1815,30,1477,218,277,82,3241,11,44,80,53,55,1383,195,147,63,274,92,102,74,24.4,4.9,7.7,3.5,26358.0,9001.0,14.5,2.6,22.1,0.1,21.5,0.4,17.7,2.6,8.3,2.4,38.4,0.1,0.6,1.0,1.1,1.2,28.6,4.0,4.4,1.9,8.2,2.8,1.2,0.9,0.6962,0.6519,0.2342,0.2595,1.8418,0.4114,0.9051,0.2911,0.6962,0.2911,2.1835,0.6266,0.5063,0.2848,0.7911,0.3544,0.3418,0.6392,0.9304,0.6203,0.3608,2.8925,0.6709,7.7089,0.5063,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,2,1354,258,16.2,3.1,7917
13,GEORGIA,GA,Wilcox,13315,"Wilcox County, Georgia",377.8106063,8846,0,3507,75,2606,150,1484,322,183,77,14829,1661,1123,158,1449,49,1692,93,1059,140,208,69,3678,67,144,88,33,24,998,139,57,35,127,42,2104,169,22.0,4.7,7.0,2.8,14829.0,1661.0,17.7,2.4,16.4,0.6,19.1,1.1,15.7,2.1,8.0,2.6,41.6,0.8,1.7,1.1,0.9,0.7,28.5,3.8,2.2,1.3,4.9,1.6,23.8,1.9,0.557,0.5443,0.9873,0.481,2.5696,0.7405,0.4873,0.1139,0.4367,0.2342,1.2721,0.0759,0.5759,0.6899,1.2658,0.7595,0.2532,0.6329,0.5127,0.2722,0.9684,2.6394,0.519,7.7469,0.5127,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1123,170,16.6,2.5,7211
13,GEORGIA,GA,Upson,13293,"Upson County, Georgia",323.4665548,26216,0,12153,89,10204,349,5702,855,890,215,21015,1408,3612,387,4707,12,6083,73,4025,372,818,196,8554,31,153,125,268,138,2273,287,176,82,1059,222,550,168,22.3,3.3,8.2,1.9,21015.0,1408.0,20.1,2.2,18.0,0.1,23.2,0.3,15.7,1.4,8.0,1.9,32.6,0.1,0.6,0.5,2.2,1.1,18.7,2.4,1.7,0.8,10.4,2.1,2.1,0.6,0.5633,0.7468,0.6392,0.6519,2.6012,0.7595,0.6962,0.462,0.4367,0.2342,1.8291,0.3734,0.3797,0.2848,0.6645,0.2595,0.6076,0.3987,0.2785,0.8291,0.5506,2.6645,0.5253,7.7593,0.519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3422,483,13.3,1.9,21916
13,GEORGIA,GA,Floyd,13115,"Floyd County, Georgia",509.8223959,96824,0,40505,150,35633,519,17670,1711,2753,335,25058,843,12190,718,15636,165,22672,115,14534,854,3545,439,27927,453,2348,414,2446,327,3588,415,955,269,3026,371,4133,377,19.1,1.8,6.3,0.8,25058.0,843.0,19.0,1.1,16.1,0.2,23.4,0.1,15.3,0.9,9.9,1.2,28.8,0.5,2.6,0.5,6.0,0.8,8.9,1.0,2.7,0.8,8.5,1.0,4.3,0.4,0.3797,0.4304,0.2848,0.5633,1.6582,0.3291,0.4557,0.519,0.3924,0.5127,1.8798,0.443,0.3165,0.8291,1.1456,0.6519,0.8671,0.1772,0.6646,0.6519,0.7342,3.095,0.8165,7.7786,0.5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13028,1131,13.8,1.2,101295
13,GEORGIA,GA,Screven,13251,"Screven County, Georgia",645.7711816,13990,0,6752,43,5257,205,3043,503,369,127,21557,1615,1631,244,2472,35,3049,67,2256,244,456,121,6366,46,72,73,5,23,2263,229,150,82,560,135,411,85,22.3,3.7,6.2,2.1,21557.0,1615.0,16.9,2.5,17.7,0.3,21.8,0.5,16.6,1.8,8.7,2.3,45.5,0.3,0.5,0.6,0.1,0.3,33.5,3.4,2.9,1.6,10.7,2.5,2.9,0.6,0.5633,0.4177,0.5759,0.4114,1.9683,0.4494,0.6772,0.3291,0.538,0.3734,1.9177,0.462,0.7215,0.2278,0.9493,0.4367,0.019,0.7911,0.7215,0.8544,0.6203,3.0063,0.7468,7.8416,0.5316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1911,364,14.1,2.7,11917
13,GEORGIA,GA,Montgomery,13209,"Montgomery County, Georgia",241.1450466,9036,0,3956,63,3039,180,1701,310,274,92,22317,4237,1093,206,1450,10,1897,10,1550,200,217,68,3203,136,268,148,16,29,1423,164,67,45,209,81,801,171,20.7,3.7,7.2,2.4,22317.0,4237.0,18.3,3.4,16.0,0.1,21.0,0.1,18.1,2.3,7.1,2.2,35.4,1.5,3.1,1.7,0.4,0.8,36.0,4.1,2.2,1.5,6.9,2.6,8.9,1.9,0.4747,0.5633,0.4937,0.5316,2.0633,0.4747,0.4367,0.2595,0.7405,0.1772,1.6139,0.2405,0.4557,0.8671,1.3228,0.7658,0.1013,0.8734,0.5127,0.481,0.8734,2.8418,0.6139,7.8418,0.538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291,275,15.0,3.2,6773
13,GEORGIA,GA,Elbert,13105,"Elbert County, Georgia",351.097473,19212,0,9600,33,7491,279,3697,561,556,146,22593,2097,3052,285,3790,7,4199,0,3836,386,552,139,7024,43,312,136,130,63,2516,325,110,53,668,145,239,74,19.5,3.0,6.8,1.9,22593.0,2097.0,22.6,2.1,19.7,0.1,21.9,0.0,20.2,2.0,7.4,1.8,36.6,0.2,1.7,0.8,1.4,0.7,26.2,3.4,1.5,0.7,8.9,1.9,1.2,0.4,0.3987,0.5063,0.443,0.7975,2.1455,0.538,0.8354,0.3418,0.8987,0.1899,2.2658,0.6835,0.481,0.6899,1.1709,0.6835,0.3924,0.5823,0.2152,0.7152,0.3608,2.2659,0.3608,7.8481,0.5443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2768,345,14.6,1.8,16587
13,GEORGIA,GA,Franklin,13119,"Franklin County, Georgia",261.5605277,22514,0,10604,65,8305,273,5434,752,473,151,21686,1834,3072,338,4365,78,4958,61,4341,400,738,168,3670,25,314,135,108,54,3159,338,161,88,544,131,603,155,24.8,3.4,5.2,1.6,21686.0,1834.0,20.0,2.2,19.4,0.3,22.0,0.3,19.5,1.8,8.9,2.0,16.3,0.1,1.5,0.6,1.0,0.5,29.8,3.2,1.9,1.1,6.6,1.6,2.7,0.7,0.7215,0.2785,0.557,0.6392,2.1962,0.5696,0.8228,0.3734,0.8671,0.3987,2.462,0.8038,0.1266,0.6456,0.7722,0.3418,0.3165,0.6899,0.3671,0.4684,0.6076,2.4495,0.4304,7.8799,0.5506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3668,465,16.4,2.1,22091
13,GEORGIA,GA,Webster,13307,"Webster County, Georgia",209.3564658,2613,0,1426,127,1101,93,660,201,24,21,21586,3346,405,130,547,132,625,109,397,109,133,51,1319,180,47,62,9,9,624,104,6,16,82,47,5,5,25.3,7.7,2.2,2.0,21586.0,3346.0,22.5,7.0,20.9,5.0,23.9,4.2,15.2,4.2,12.1,4.6,50.5,6.9,1.8,2.5,0.6,0.7,43.8,6.6,0.5,1.5,7.4,4.3,0.2,0.2,0.7722,0.0,0.5633,0.7911,2.1266,0.5127,0.8544,0.5633,0.3797,0.7532,2.5506,0.8481,0.7848,0.7152,1.5,0.8734,0.1709,0.9747,0.0063,0.5253,0.0316,1.7088,0.1519,7.886,0.557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,302,152,11.6,5.8,1844
13,GEORGIA,GA,Baldwin,13009,"Baldwin County, Georgia",258.6989748,45286,0,20487,280,16122,547,10838,1137,1836,427,20305,1379,4375,616,6776,78,8698,64,6865,609,1383,272,21471,52,291,220,1021,232,4098,391,236,126,1283,269,4298,691,26.2,2.6,9.4,2.1,20305.0,1379.0,15.6,2.2,15.0,0.2,19.2,0.1,15.8,1.4,8.6,1.7,47.4,0.1,0.7,0.5,5.0,1.1,20.0,1.9,1.5,0.8,8.0,1.6,9.5,1.5,0.7975,0.8608,0.7215,0.3228,2.7026,0.7848,0.3165,0.1266,0.4557,0.3418,1.2406,0.0696,0.7532,0.3228,1.076,0.557,0.8354,0.4557,0.2152,0.5823,0.8987,2.9873,0.7278,8.0065,0.5633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5048,812,11.6,1.9,47628
13,GEORGIA,GA,Twiggs,13289,"Twiggs County, Georgia",359.2591368,8284,0,4240,27,3031,179,2138,442,197,99,19465,2044,1770,245,1755,0,1596,0,1744,304,273,103,3719,19,1,73,17,14,1449,219,14,29,286,95,65,54,26.1,5.4,6.9,3.4,19465.0,2044.0,29.2,4.0,21.2,0.0,19.3,0.0,21.3,3.7,9.0,3.4,44.9,0.2,0.0,0.9,0.4,0.3,34.2,5.2,0.5,1.0,9.4,3.2,0.8,0.7,0.7911,0.519,0.7848,0.962,3.0569,0.8608,0.8671,0.1392,0.962,0.4114,2.3797,0.7595,0.7152,0.0,0.7152,0.2911,0.1013,0.8228,0.0063,0.7532,0.1899,1.8735,0.2278,8.0253,0.5696,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1160,239,14.1,2.9,7413
13,GEORGIA,GA,Irwin,13155,"Irwin County, Georgia",354.3625743,9268,0,4074,19,3291,164,2413,504,331,146,18406,2474,1142,245,1728,44,2010,0,1868,320,304,106,3034,28,66,90,21,35,1081,179,23,31,264,89,166,72,26.5,5.5,9.2,4.0,18406.0,2474.0,18.4,4.0,18.6,0.5,21.7,0.0,20.5,3.5,9.2,3.2,32.7,0.3,0.7,1.0,0.5,0.9,26.5,4.4,0.7,1.0,8.0,2.7,1.8,0.8,0.8228,0.8291,0.8924,0.538,3.0823,0.8671,0.7595,0.3228,0.9241,0.4367,2.4431,0.7975,0.3861,0.3228,0.7089,0.2848,0.1519,0.5886,0.057,0.5823,0.4937,1.8735,0.2278,8.1078,0.5759,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1441,356,15.8,3.9,8515
13,GEORGIA,GA,Cook,13075,"Cook County, Georgia",228.2780449,17184,0,7386,41,6233,201,4080,688,389,159,19778,1352,2261,272,2665,3,4445,0,3100,389,624,151,6036,21,183,107,43,28,2444,203,134,85,518,137,161,83,24.0,4.0,5.2,2.1,19778.0,1352.0,20.1,2.4,15.5,0.1,25.9,0.0,18.1,2.3,10.0,2.4,35.1,0.1,1.1,0.7,0.6,0.4,33.1,2.8,2.1,1.4,8.3,2.2,0.9,0.5,0.6709,0.2785,0.7595,0.6519,2.3608,0.6456,0.3924,0.8481,0.7405,0.519,2.5,0.8228,0.443,0.5316,0.9746,0.462,0.1709,0.7785,0.4873,0.6266,0.2215,2.2848,0.3734,8.1202,0.5823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3068,395,18.0,2.3,13174
13,GEORGIA,GA,Spalding,13255,"Spalding County, Georgia",195.9836933,64719,0,27269,104,24137,478,13702,1543,1866,456,22166,1009,7968,643,11052,105,15507,50,10227,726,3137,446,26509,37,240,192,985,275,1999,328,575,195,2350,383,1215,260,21.6,2.4,6.9,1.7,22166.0,1009.0,18.1,1.5,17.1,0.2,24.0,0.1,16.1,1.1,13.0,1.8,41.0,0.1,0.4,0.3,3.6,1.0,7.3,1.2,2.4,0.8,9.7,1.5,1.9,0.4,0.5443,0.519,0.5063,0.5,2.0696,0.4873,0.6203,0.5823,0.4873,0.8544,2.5443,0.8354,0.5633,0.1835,0.7468,0.3165,0.7595,0.1392,0.5696,0.7975,0.5316,2.7974,0.5886,8.1581,0.5886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9893,908,15.5,1.4,63438
13,GEORGIA,GA,Gordon,13129,"Gordon County, Georgia",355.8311001,56790,0,22455,66,20294,381,11232,1498,1231,270,22448,1107,8430,673,8030,215,14218,9,10543,868,2176,363,12623,70,2864,676,1337,303,3078,385,730,219,1324,257,573,142,20.0,2.7,4.6,1.0,22448.0,1107.0,22.3,1.8,14.1,0.4,25.0,0.0,18.7,1.5,10.7,1.8,22.2,0.1,5.4,1.3,6.0,1.4,13.7,1.7,3.6,1.1,6.5,1.3,1.0,0.3,0.4367,0.1519,0.462,0.7785,1.8291,0.3987,0.2278,0.7342,0.8101,0.6203,2.3924,0.7658,0.1899,0.9494,1.1393,0.6392,0.8671,0.2911,0.8987,0.4494,0.3101,2.8164,0.6013,8.1772,0.5949,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,9120,982,16.2,1.7,53626
13,GEORGIA,GA,Tift,13277,"Tift County, Georgia",260.9014562,40510,0,16655,107,15058,328,9516,1086,537,161,22072,940,4705,512,5778,85,10067,0,6008,564,1737,366,17757,28,335,188,492,144,4035,369,269,121,1742,304,1973,263,24.7,2.8,2.9,0.8,22072.0,940.0,18.2,2.0,14.3,0.2,24.9,0.0,15.0,1.4,11.5,2.4,43.8,0.1,0.9,0.5,3.0,0.9,24.2,2.2,1.8,0.8,11.6,1.9,4.9,0.6,0.7152,0.0127,0.5127,0.5253,1.7659,0.3608,0.2532,0.7089,0.3481,0.6835,1.9937,0.5127,0.6835,0.4747,1.1582,0.6709,0.7089,0.5633,0.3165,0.9051,0.7722,3.266,0.8797,8.1838,0.6013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,7758,799,19.3,2.0,45434
13,GEORGIA,GA,Troup,13285,"Troup County, Georgia",414.0073151,69774,0,28440,128,24843,462,13932,1551,2550,361,22348,762,7783,646,9893,142,17317,42,11365,768,3112,397,30219,99,681,241,2150,345,2027,269,443,149,2350,398,1585,272,20.5,2.3,7.9,1.1,22348.0,762.0,17.1,1.4,14.2,0.2,24.8,0.1,16.6,1.1,12.5,1.6,43.3,0.1,1.0,0.4,7.6,1.2,7.1,0.9,1.8,0.6,9.5,1.6,2.3,0.4,0.462,0.6962,0.4873,0.4304,2.0759,0.4937,0.2405,0.6835,0.538,0.8038,2.2658,0.6835,0.6456,0.5063,1.1519,0.6582,0.9051,0.1329,0.3165,0.7722,0.5696,2.6963,0.5443,8.1899,0.6076,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,8691,761,12.7,1.1,76090
13,GEORGIA,GA,Long,13183,"Long County, Georgia",400.3929871,18156,0,6677,35,5601,251,3587,842,1106,270,21695,1877,1681,376,1601,217,5103,108,2973,451,796,252,7560,21,381,164,69,44,2897,277,113,64,221,108,144,109,20.0,4.7,15.1,3.6,21695.0,1877.0,14.8,3.3,8.8,1.2,28.1,0.6,17.2,2.6,14.2,4.5,41.6,0.1,2.3,1.0,1.0,0.7,43.4,4.2,2.0,1.2,3.9,1.9,0.8,0.6,0.4367,0.9937,0.5506,0.2722,2.2532,0.5949,0.019,0.9747,0.6139,0.9367,2.5443,0.8354,0.5759,0.7975,1.3734,0.7911,0.3165,0.9684,0.4241,0.1519,0.1899,2.0508,0.2975,8.2217,0.6139,0,1,0,0,1,0,1,0,1,2,0,0,0,0,1,0,0,0,1,4,2563,461,14.8,2.6,10246
